Date,Quote,URL,Body Sentiment,Trend Sentiment,Volatility
2024-06-03 16:10:00,LCFY,https://finnhub.io/api/news?id=a5736c99b618d66e1166c7a9bb40a1eba37920efde67af0ecdb96954d15524b5,0.6249,1.0,1.3524585325335998
