Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Timestamp
2024-07-09 00:00:00,6.449999809265137,12.0,5.449999809265137,10.385199546813965,99502084,0.0,0.0,2024-07-09 12:35:41
